Compressor_field__params, relative_error, absolute_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio,FILE_SimStats_Pk,FILE_lya_all_axes_x_Pk,FILE_lya_all_axes_y_Pk,FILE_lya_all_axes_z_Pk
fpzip_velocity_z__bits28, 1.78814e-06, 30, 11.0435, 140.165, 14.929, 19.7024, 1.68434,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits26, 7.51013e-06, 0.25, 4.13325e-09, 180.864, 13.4697, 19.4015, 1.63692,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits26, 7.51013e-06, 0.0297852, 6.99972e-10, 169.399, 14.5925, 17.7179, 1.43149,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits26, 7.51013e-06, 15.75, 0.00120709, 158.333, 16.5468, 20.4922, 1.84187,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits26, 7.51013e-06, 126, 210.746, 127.217, 16.8152, 20.1924, 1.97493,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits26, 7.51013e-06, 244, 247.873, 126.553, 16.7836, 20.7614, 1.96143,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits26, 7.51013e-06, 148, 190.024, 127.807, 16.5091, 19.5757, 1.88261,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits24, 3.03974e-05, 1.75, 8.11942e-08, 167.931, 13.5778, 20.3156, 1.82356,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits24, 3.03974e-05, 0.119141, 1.14951e-08, 157.245, 14.2014, 18.7597, 1.57222,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits24, 3.03974e-05, 63.5, 0.019568, 146.235, 15.6388, 20.9626, 2.08154,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits24, 3.03974e-05, 510, 3431.48, 115.099, 17.0401, 20.9492, 2.25311,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits24, 3.03974e-05, 852, 4035.92, 114.435, 16.9412, 21.1296, 2.23556,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits24, 3.03974e-05, 912, 3094.27, 115.69, 16.6615, 20.6942, 2.13373,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits22, 0.000121936, 3.95703, 1.17068e-06, 156.342, 13.4416, 20.9561, 2.05808,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits22, 0.000121936, 0.45752, 1.77048e-07, 145.369, 16.2098, 19.5156, 1.7436,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits22, 0.000121936, 254, 0.315601, 134.159, 17.8432, 21.6205, 2.39284,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits22, 0.000121936, 2046, 55148.2, 103.039, 18.3357, 21.8782, 2.62187,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits22, 0.000121936, 2292, 64852.2, 102.376, 18.2947, 21.5843, 2.59855,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits22, 0.000121936, 2196, 49717.9, 103.63, 16.7125, 21.3249, 2.46212,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits20, 0.000487924, 7.95703, 1.20446e-05, 146.219, 14.0156, 20.8651, 2.36201,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits20, 0.000487924, 1.93262, 2.85851e-06, 133.288, 16.2766, 18.924, 1.95688,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits20, 0.000487924, 964, 5.04123, 122.125, 16.8685, 21.4205, 2.81394,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits20, 0.000487924, 8190, 883259, 90.9934, 17.1878, 21.2845, 3.13607,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits20, 0.000487924, 14580, 1.03891e+06, 90.3291, 18.5332, 21.5559, 3.10275,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits20, 0.000487924, 10388, 796369, 91.5844, 18.0402, 21.2562, 2.91023,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits18, 0.0019492, 99.75, 0.000289814, 132.405, 15.1584, 22.0443, 2.77134,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits18, 0.0019492, 7.93262, 4.83983e-05, 121.002, 17.4009, 20.8339, 2.2297,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits18, 0.0019492, 4028, 80.8233, 110.075, 18.8396, 22.4881, 3.41485,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits18, 0.0019492, 32766, 1.41206e+07, 78.9557, 19.602, 22.9176, 3.90046,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits18, 0.0019492, 63528, 1.66113e+07, 78.2908, 19.5106, 22.8245, 3.84899,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits18, 0.0019492, 50560, 1.2732e+07, 79.5466, 19.1657, 22.1063, 3.55739,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits16, 0.00775182, 355.75, 0.00404095, 120.962, 16.4061, 22.0999, 3.35208,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits16, 0.00775182, 31.1577, 0.000767579, 108.999, 18.5473, 21.3512, 2.59113,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits16, 0.00775182, 16084.5, 1292.56, 98.036, 20.3334, 23.2605, 4.34144,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits16, 0.00775182, 131070, 2.25163e+08, 66.9293, 20.9597, 23.4089, 5.14514,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits16, 0.00775182, 260136, 2.6491e+08, 66.2639, 19.3145, 23.5463, 5.05502,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits16, 0.00775182, 223380, 2.0303e+08, 67.52, 18.7037, 23.2875, 4.56961,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_baryon_density__bits14, 0.0303029, 1379.75, 0.0723068, 108.435, 16.5189, 22.0687, 4.23763,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_dark_matter_density__bits14, 0.0303029, 127.158, 0.012708, 96.8091, 18.8175, 21.8267, 3.09203,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_temperature__bits14, 0.0303029, 64192, 20474.1, 86.0385, 21.1177, 23.988, 5.94211,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_x__bits14, 0.0303029, 524242, 3.55164e+09, 54.95, 21.981, 24.9033, 7.31001,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_y__bits14, 0.0303029, 524286, 4.18142e+09, 54.2816, 21.9016, 24.9006, 7.12756,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
fpzip_velocity_z__bits14, 0.0303029, 1.00981e+06, 3.20474e+09, 55.5376, 21.3604, 24.3956, 6.27011,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
