compressor_name,abs,Compressor_field__params,FILE
SZ,0.002153846,SZ_x__abs0.0021538461538461538,spectrum_46.png
SZ,0.002179487,SZ_x__abs0.0021794871794871794,spectrum_47.png
SZ,0.002205128,SZ_x__abs0.002205128205128205,spectrum_48.png
SZ,0.002230769,SZ_x__abs0.0022307692307692306,spectrum_49.png
SZ,0.00225641,SZ_x__abs0.0022564102564102562,spectrum_50.png
SZ,0.002282051,SZ_x__abs0.0022820512820512823,spectrum_51.png
SZ,0.002307692,SZ_x__abs0.002307692307692308,spectrum_52.png
SZ,0.002333333,SZ_x__abs0.0023333333333333335,spectrum_53.png
SZ,0.002358974,SZ_x__abs0.002358974358974359,spectrum_54.png
SZ,0.002384615,SZ_x__abs0.0023846153846153848,spectrum_55.png
SZ,0.002410256,SZ_x__abs0.0024102564102564104,spectrum_56.png
SZ,0.002435897,SZ_x__abs0.002435897435897436,spectrum_57.png
SZ,0.002461538,SZ_x__abs0.0024615384615384616,spectrum_58.png
SZ,0.002487179,SZ_x__abs0.0024871794871794872,spectrum_59.png
SZ,0.002512821,SZ_x__abs0.002512820512820513,spectrum_60.png
SZ,0.002538462,SZ_x__abs0.0025384615384615385,spectrum_61.png
SZ,0.002564103,SZ_x__abs0.002564102564102564,spectrum_62.png
SZ,0.002589744,SZ_x__abs0.0025897435897435897,spectrum_63.png
SZ,0.002615385,SZ_x__abs0.0026153846153846153,spectrum_64.png
SZ,0.002641026,SZ_x__abs0.002641025641025641,spectrum_65.png
SZ,0.002666667,SZ_x__abs0.002666666666666667,spectrum_66.png
SZ,0.002692308,SZ_x__abs0.0026923076923076926,spectrum_67.png
SZ,0.002717949,SZ_x__abs0.0027179487179487182,spectrum_68.png
SZ,0.00274359,SZ_x__abs0.002743589743589744,spectrum_69.png
SZ,0.002769231,SZ_x__abs0.0027692307692307695,spectrum_70.png
SZ,0.002794872,SZ_x__abs0.002794871794871795,spectrum_71.png
SZ,0.002820513,SZ_x__abs0.0028205128205128207,spectrum_72.png
SZ,0.002846154,SZ_x__abs0.0028461538461538463,spectrum_73.png
SZ,0.002871795,SZ_x__abs0.002871794871794872,spectrum_74.png
SZ,0.002897436,SZ_x__abs0.0028974358974358976,spectrum_75.png
SZ,0.002923077,SZ_x__abs0.002923076923076923,spectrum_76.png
SZ,0.002948718,SZ_x__abs0.002948717948717949,spectrum_77.png
SZ,0.002974359,SZ_x__abs0.0029743589743589744,spectrum_78.png
SZ,0.003,SZ_x__abs0.003,spectrum_79.png
SZ,0.003025641,SZ_x__abs0.0030256410256410257,spectrum_80.png
SZ,0.003051282,SZ_x__abs0.0030512820512820513,spectrum_81.png
SZ,0.003076923,SZ_x__abs0.003076923076923077,spectrum_82.png
SZ,0.003102564,SZ_x__abs0.0031025641025641025,spectrum_83.png
SZ,0.003128205,SZ_x__abs0.003128205128205128,spectrum_84.png
SZ,0.003153846,SZ_x__abs0.0031538461538461538,spectrum_85.png
SZ,0.003179487,SZ_x__abs0.0031794871794871794,spectrum_86.png
SZ,0.003205128,SZ_x__abs0.003205128205128205,spectrum_87.png
SZ,0.003230769,SZ_x__abs0.0032307692307692306,spectrum_88.png
SZ,0.00325641,SZ_x__abs0.0032564102564102563,spectrum_89.png
SZ,0.003282051,SZ_x__abs0.0032820512820512823,spectrum_90.png
SZ,0.003307692,SZ_x__abs0.003307692307692308,spectrum_91.png
SZ,0.003333333,SZ_x__abs0.0033333333333333335,spectrum_92.png
SZ,0.003358974,SZ_x__abs0.003358974358974359,spectrum_93.png
SZ,0.003384615,SZ_x__abs0.003384615384615385,spectrum_94.png
SZ,0.003410256,SZ_x__abs0.0034102564102564104,spectrum_95.png
SZ,0.003435897,SZ_x__abs0.003435897435897436,spectrum_96.png
SZ,0.003461538,SZ_x__abs0.0034615384615384616,spectrum_97.png
SZ,0.003487179,SZ_x__abs0.0034871794871794873,spectrum_98.png
SZ,0.003512821,SZ_x__abs0.003512820512820513,spectrum_99.png
SZ,0.003538462,SZ_x__abs0.0035384615384615385,spectrum_100.png
SZ,0.003564103,SZ_x__abs0.003564102564102564,spectrum_101.png
SZ,0.003589744,SZ_x__abs0.0035897435897435897,spectrum_102.png
SZ,0.003615385,SZ_x__abs0.0036153846153846154,spectrum_103.png
SZ,0.003641026,SZ_x__abs0.003641025641025641,spectrum_104.png
SZ,0.003666667,SZ_x__abs0.003666666666666667,spectrum_105.png
SZ,0.003692308,SZ_x__abs0.0036923076923076927,spectrum_106.png
SZ,0.003717949,SZ_x__abs0.0037179487179487183,spectrum_107.png
SZ,0.00374359,SZ_x__abs0.003743589743589744,spectrum_108.png
SZ,0.003769231,SZ_x__abs0.0037692307692307695,spectrum_109.png
SZ,0.003794872,SZ_x__abs0.003794871794871795,spectrum_110.png
SZ,0.003820513,SZ_x__abs0.0038205128205128207,spectrum_111.png
SZ,0.003846154,SZ_x__abs0.0038461538461538464,spectrum_112.png
SZ,0.003871795,SZ_x__abs0.003871794871794872,spectrum_113.png
SZ,0.003897436,SZ_x__abs0.0038974358974358976,spectrum_114.png
SZ,0.003923077,SZ_x__abs0.003923076923076923,spectrum_115.png
SZ,0.003948718,SZ_x__abs0.003948717948717949,spectrum_116.png
SZ,0.003974359,SZ_x__abs0.0039743589743589745,spectrum_117.png
SZ,0.004,SZ_x__abs0.004,spectrum_118.png
SZ,0.004025641,SZ_x__abs0.004025641025641026,spectrum_119.png
SZ,0.004051282,SZ_x__abs0.004051282051282051,spectrum_120.png
SZ,0.004076923,SZ_x__abs0.004076923076923077,spectrum_121.png
SZ,0.004102564,SZ_x__abs0.0041025641025641026,spectrum_122.png
SZ,0.004128205,SZ_x__abs0.004128205128205128,spectrum_123.png
SZ,0.004153846,SZ_x__abs0.004153846153846154,spectrum_124.png
SZ,0.004179487,SZ_x__abs0.004179487179487179,spectrum_125.png
SZ,0.004205128,SZ_x__abs0.004205128205128205,spectrum_126.png
SZ,0.004230769,SZ_x__abs0.004230769230769231,spectrum_127.png
SZ,0.00425641,SZ_x__abs0.004256410256410256,spectrum_128.png
SZ,0.004282051,SZ_x__abs0.004282051282051282,spectrum_129.png
SZ,0.004307692,SZ_x__abs0.0043076923076923075,spectrum_130.png
SZ,0.004333333,SZ_x__abs0.004333333333333333,spectrum_131.png
SZ,0.004358974,SZ_x__abs0.004358974358974359,spectrum_132.png
SZ,0.004384615,SZ_x__abs0.004384615384615384,spectrum_133.png
SZ,0.004410256,SZ_x__abs0.00441025641025641,spectrum_134.png
SZ,0.004435897,SZ_x__abs0.004435897435897436,spectrum_135.png
SZ,0.004461538,SZ_x__abs0.004461538461538461,spectrum_136.png
SZ,0.004487179,SZ_x__abs0.004487179487179487,spectrum_137.png
SZ,0.004512821,SZ_x__abs0.0045128205128205125,spectrum_138.png
SZ,0.004538462,SZ_x__abs0.004538461538461539,spectrum_139.png
SZ,0.004564103,SZ_x__abs0.004564102564102565,spectrum_140.png
SZ,0.004589744,SZ_x__abs0.00458974358974359,spectrum_141.png
SZ,0.004615385,SZ_x__abs0.004615384615384616,spectrum_142.png
SZ,0.004666667,SZ_x__abs0.004666666666666667,spectrum_144.png
SZ,0.004692308,SZ_x__abs0.004692307692307693,spectrum_145.png
SZ,0.004717949,SZ_x__abs0.004717948717948718,spectrum_146.png
SZ,0.00474359,SZ_x__abs0.004743589743589744,spectrum_147.png
SZ,0.004769231,SZ_x__abs0.0047692307692307695,spectrum_148.png
SZ,0.004794872,SZ_x__abs0.004794871794871795,spectrum_149.png
SZ,0.004820513,SZ_x__abs0.004820512820512821,spectrum_150.png
SZ,0.004846154,SZ_x__abs0.004846153846153846,spectrum_151.png
SZ,0.004871795,SZ_x__abs0.004871794871794872,spectrum_152.png
SZ,0.004897436,SZ_x__abs0.004897435897435898,spectrum_153.png
SZ,0.004923077,SZ_x__abs0.004923076923076923,spectrum_154.png
SZ,0.004948718,SZ_x__abs0.004948717948717949,spectrum_155.png
SZ,0.004974359,SZ_x__abs0.0049743589743589745,spectrum_156.png
SZ,0.005,SZ_x__abs0.005,spectrum_157.png
SZ,0.005025641,SZ_x__abs0.005025641025641026,spectrum_158.png
SZ,0.005051282,SZ_x__abs0.005051282051282051,spectrum_159.png
SZ,0.005076923,SZ_x__abs0.005076923076923077,spectrum_160.png
SZ,0.005102564,SZ_x__abs0.005102564102564103,spectrum_161.png
SZ,0.005128205,SZ_x__abs0.005128205128205128,spectrum_162.png
SZ,0.005153846,SZ_x__abs0.005153846153846154,spectrum_163.png
SZ,0.005179487,SZ_x__abs0.0051794871794871794,spectrum_164.png
SZ,0.005205128,SZ_x__abs0.005205128205128205,spectrum_165.png
SZ,0.005230769,SZ_x__abs0.005230769230769231,spectrum_166.png
SZ,0.00525641,SZ_x__abs0.005256410256410256,spectrum_167.png
SZ,0.005282051,SZ_x__abs0.005282051282051282,spectrum_168.png
SZ,0.005307692,SZ_x__abs0.0053076923076923075,spectrum_169.png
SZ,0.005333333,SZ_x__abs0.005333333333333333,spectrum_170.png
SZ,0.005358974,SZ_x__abs0.005358974358974359,spectrum_171.png
SZ,0.005384615,SZ_x__abs0.005384615384615384,spectrum_172.png
SZ,0.005410256,SZ_x__abs0.00541025641025641,spectrum_173.png
SZ,0.005435897,SZ_x__abs0.005435897435897436,spectrum_174.png
SZ,0.005461538,SZ_x__abs0.005461538461538462,spectrum_175.png
SZ,0.005487179,SZ_x__abs0.005487179487179488,spectrum_176.png
SZ,0.005512821,SZ_x__abs0.005512820512820513,spectrum_177.png
SZ,0.005538462,SZ_x__abs0.005538461538461539,spectrum_178.png
SZ,0.005564103,SZ_x__abs0.005564102564102565,spectrum_179.png
SZ,0.005589744,SZ_x__abs0.00558974358974359,spectrum_180.png
SZ,0.005615385,SZ_x__abs0.005615384615384616,spectrum_181.png
SZ,0.005641026,SZ_x__abs0.0056410256410256415,spectrum_182.png
SZ,0.005666667,SZ_x__abs0.005666666666666667,spectrum_183.png
SZ,0.005692308,SZ_x__abs0.005692307692307693,spectrum_184.png
SZ,0.005717949,SZ_x__abs0.005717948717948718,spectrum_185.png
SZ,0.00574359,SZ_x__abs0.005743589743589744,spectrum_186.png
SZ,0.005769231,SZ_x__abs0.0057692307692307696,spectrum_187.png
SZ,0.005794872,SZ_x__abs0.005794871794871795,spectrum_188.png
SZ,0.005820513,SZ_x__abs0.005820512820512821,spectrum_189.png
SZ,0.005846154,SZ_x__abs0.005846153846153846,spectrum_190.png
SZ,0.005871795,SZ_x__abs0.005871794871794872,spectrum_191.png
SZ,0.005897436,SZ_x__abs0.005897435897435898,spectrum_192.png
SZ,0.005923077,SZ_x__abs0.005923076923076923,spectrum_193.png
SZ,0.005948718,SZ_x__abs0.005948717948717949,spectrum_194.png
SZ,0.005974359,SZ_x__abs0.0059743589743589745,spectrum_195.png
SZ,0.006,SZ_x__abs0.006,spectrum_196.png
SZ,0.006025641,SZ_x__abs0.006025641025641026,spectrum_197.png
SZ,0.006051282,SZ_x__abs0.006051282051282051,spectrum_198.png
SZ,0.006076923,SZ_x__abs0.006076923076923077,spectrum_199.png
SZ,0.006102564,SZ_x__abs0.006102564102564103,spectrum_200.png
SZ,0.006128205,SZ_x__abs0.006128205128205128,spectrum_201.png
SZ,0.006153846,SZ_x__abs0.006153846153846154,spectrum_202.png
SZ,0.006179487,SZ_x__abs0.0061794871794871795,spectrum_203.png
SZ,0.006205128,SZ_x__abs0.006205128205128205,spectrum_204.png
SZ,0.006230769,SZ_x__abs0.006230769230769231,spectrum_205.png
SZ,0.00625641,SZ_x__abs0.006256410256410256,spectrum_206.png
SZ,0.006282051,SZ_x__abs0.006282051282051282,spectrum_207.png
SZ,0.006307692,SZ_x__abs0.0063076923076923076,spectrum_208.png
SZ,0.006333333,SZ_x__abs0.006333333333333333,spectrum_209.png
SZ,0.006358974,SZ_x__abs0.006358974358974359,spectrum_210.png
SZ,0.006384615,SZ_x__abs0.006384615384615384,spectrum_211.png
SZ,0.006410256,SZ_x__abs0.00641025641025641,spectrum_212.png
SZ,0.006435897,SZ_x__abs0.006435897435897436,spectrum_213.png
SZ,0.006461538,SZ_x__abs0.006461538461538461,spectrum_214.png
SZ,0.006487179,SZ_x__abs0.006487179487179487,spectrum_215.png
SZ,0.006512821,SZ_x__abs0.0065128205128205125,spectrum_216.png
SZ,0.006538462,SZ_x__abs0.006538461538461539,spectrum_217.png
SZ,0.006564103,SZ_x__abs0.006564102564102565,spectrum_218.png
SZ,0.006589744,SZ_x__abs0.00658974358974359,spectrum_219.png
SZ,0.006615385,SZ_x__abs0.006615384615384616,spectrum_220.png
SZ,0.006641026,SZ_x__abs0.0066410256410256415,spectrum_221.png
SZ,0.006666667,SZ_x__abs0.006666666666666667,spectrum_222.png
SZ,0.006692308,SZ_x__abs0.006692307692307693,spectrum_223.png
SZ,0.006717949,SZ_x__abs0.006717948717948718,spectrum_224.png
SZ,0.00674359,SZ_x__abs0.006743589743589744,spectrum_225.png
SZ,0.006769231,SZ_x__abs0.00676923076923077,spectrum_226.png
SZ,0.006794872,SZ_x__abs0.006794871794871795,spectrum_227.png
SZ,0.006820513,SZ_x__abs0.006820512820512821,spectrum_228.png
SZ,0.006846154,SZ_x__abs0.006846153846153846,spectrum_229.png
SZ,0.006871795,SZ_x__abs0.006871794871794872,spectrum_230.png
SZ,0.006897436,SZ_x__abs0.006897435897435898,spectrum_231.png
SZ,0.006923077,SZ_x__abs0.006923076923076923,spectrum_232.png
SZ,0.006948718,SZ_x__abs0.006948717948717949,spectrum_233.png
SZ,0.006974359,SZ_x__abs0.0069743589743589745,spectrum_234.png
SZ,0.007,SZ_x__abs0.007,spectrum_235.png
SZ,0.007025641,SZ_x__abs0.007025641025641026,spectrum_236.png
SZ,0.007051282,SZ_x__abs0.007051282051282051,spectrum_237.png
SZ,0.007076923,SZ_x__abs0.007076923076923077,spectrum_238.png
SZ,0.007102564,SZ_x__abs0.007102564102564103,spectrum_239.png
SZ,0.007128205,SZ_x__abs0.007128205128205128,spectrum_240.png
SZ,0.007153846,SZ_x__abs0.007153846153846154,spectrum_241.png
SZ,0.007179487,SZ_x__abs0.0071794871794871795,spectrum_242.png
SZ,0.007205128,SZ_x__abs0.007205128205128205,spectrum_243.png
SZ,0.007230769,SZ_x__abs0.007230769230769231,spectrum_244.png
SZ,0.00725641,SZ_x__abs0.007256410256410256,spectrum_245.png
SZ,0.007282051,SZ_x__abs0.007282051282051282,spectrum_246.png
SZ,0.007307692,SZ_x__abs0.007307692307692308,spectrum_247.png
SZ,0.007333333,SZ_x__abs0.007333333333333333,spectrum_248.png
SZ,0.007358974,SZ_x__abs0.007358974358974359,spectrum_249.png
SZ,0.007384615,SZ_x__abs0.0073846153846153844,spectrum_250.png
SZ,0.007410256,SZ_x__abs0.00741025641025641,spectrum_251.png
SZ,0.007435897,SZ_x__abs0.007435897435897436,spectrum_252.png
SZ,0.007461538,SZ_x__abs0.007461538461538462,spectrum_253.png
SZ,0.007487179,SZ_x__abs0.007487179487179488,spectrum_254.png
SZ,0.007512821,SZ_x__abs0.007512820512820513,spectrum_255.png
SZ,0.007538462,SZ_x__abs0.007538461538461539,spectrum_256.png
SZ,0.007564103,SZ_x__abs0.007564102564102565,spectrum_257.png
SZ,0.007589744,SZ_x__abs0.00758974358974359,spectrum_258.png
SZ,0.007615385,SZ_x__abs0.007615384615384616,spectrum_259.png
SZ,0.007641026,SZ_x__abs0.0076410256410256415,spectrum_260.png
SZ,0.007666667,SZ_x__abs0.007666666666666667,spectrum_261.png
SZ,0.007692308,SZ_x__abs0.007692307692307693,spectrum_262.png
SZ,0.007717949,SZ_x__abs0.007717948717948718,spectrum_263.png
SZ,0.00774359,SZ_x__abs0.007743589743589744,spectrum_264.png
SZ,0.007769231,SZ_x__abs0.00776923076923077,spectrum_265.png
SZ,0.007794872,SZ_x__abs0.007794871794871795,spectrum_266.png
SZ,0.007820513,SZ_x__abs0.00782051282051282,spectrum_267.png
SZ,0.007846154,SZ_x__abs0.007846153846153846,spectrum_268.png
SZ,0.007871795,SZ_x__abs0.007871794871794872,spectrum_269.png
SZ,0.007897436,SZ_x__abs0.007897435897435898,spectrum_270.png
SZ,0.007923077,SZ_x__abs0.007923076923076923,spectrum_271.png
SZ,0.007948718,SZ_x__abs0.007948717948717949,spectrum_272.png
SZ,0.007974359,SZ_x__abs0.007974358974358975,spectrum_273.png
SZ,0.008,SZ_x__abs0.008,spectrum_274.png
SZ,0.008025641,SZ_x__abs0.008025641025641026,spectrum_275.png
SZ,0.008051282,SZ_x__abs0.008051282051282051,spectrum_276.png
SZ,0.008076923,SZ_x__abs0.008076923076923077,spectrum_277.png
SZ,0.008102564,SZ_x__abs0.008102564102564103,spectrum_278.png
SZ,0.008128205,SZ_x__abs0.008128205128205128,spectrum_279.png
SZ,0.008153846,SZ_x__abs0.008153846153846154,spectrum_280.png
SZ,0.008179487,SZ_x__abs0.00817948717948718,spectrum_281.png
SZ,0.008205128,SZ_x__abs0.008205128205128205,spectrum_282.png
SZ,0.008230769,SZ_x__abs0.00823076923076923,spectrum_283.png
SZ,0.00825641,SZ_x__abs0.008256410256410256,spectrum_284.png
SZ,0.008282051,SZ_x__abs0.008282051282051282,spectrum_285.png
SZ,0.008307692,SZ_x__abs0.008307692307692308,spectrum_286.png
SZ,0.008333333,SZ_x__abs0.008333333333333333,spectrum_287.png
SZ,0.008358974,SZ_x__abs0.008358974358974359,spectrum_288.png
SZ,0.008384615,SZ_x__abs0.008384615384615384,spectrum_289.png
SZ,0.008410256,SZ_x__abs0.00841025641025641,spectrum_290.png
SZ,0.008435897,SZ_x__abs0.008435897435897436,spectrum_291.png
SZ,0.008461538,SZ_x__abs0.008461538461538461,spectrum_292.png
SZ,0.008487179,SZ_x__abs0.008487179487179487,spectrum_293.png
SZ,0.008512821,SZ_x__abs0.008512820512820513,spectrum_294.png
SZ,0.008538462,SZ_x__abs0.008538461538461538,spectrum_295.png
SZ,0.008564103,SZ_x__abs0.008564102564102564,spectrum_296.png
SZ,0.008589744,SZ_x__abs0.00858974358974359,spectrum_297.png
SZ,0.008615385,SZ_x__abs0.008615384615384615,spectrum_298.png
SZ,0.008641026,SZ_x__abs0.00864102564102564,spectrum_299.png
SZ,0.008666667,SZ_x__abs0.008666666666666666,spectrum_300.png
SZ,0.008692308,SZ_x__abs0.008692307692307692,spectrum_301.png
SZ,0.008717949,SZ_x__abs0.008717948717948718,spectrum_302.png
SZ,0.00874359,SZ_x__abs0.008743589743589743,spectrum_303.png
SZ,0.008769231,SZ_x__abs0.008769230769230769,spectrum_304.png
SZ,0.008794872,SZ_x__abs0.008794871794871794,spectrum_305.png
SZ,0.008820513,SZ_x__abs0.00882051282051282,spectrum_306.png
